Year,AC_Name,PC_Name,Party,Votes,Position
2009,Nagrakata,Alipurduars,BJP,28065.0,Runner-Up
2009,Nagrakata,Alipurduars,Others,32294.0,Others
2011,NAGRAKATA,Alipurduars,INC,46537.0,Winner
2011,NAGRAKATA,Alipurduars,CPM,45774.0,Runner-Up
2011,NAGRAKATA,Alipurduars,Others,61442.0,Others
2014,Nagrakata,Alipurduars,BJP,57775.0,Winner
2014,Nagrakata,Alipurduars,RSP,35514.0,Runner-Up
2014,Nagrakata,Alipurduars,Others,72577.0,Others
2016,NAGRAKATA,Alipurduars,AITC,57306.0,Winner
2016,NAGRAKATA,Alipurduars,INC,54078.0,Runner-Up
2016,NAGRAKATA,Alipurduars,Others,65158.0,Others
2019,Nagrakata,Alipurduars,BJP,103865.0,Winner
2019,Nagrakata,Alipurduars,AITC,53621.0,Runner-Up
2019,Nagrakata,Alipurduars,Others,25006.0,Others
2021,NAGRAKATA,Alipurduars,BJP,94722.0,Winner
2021,NAGRAKATA,Alipurduars,AITC,71247.0,Runner-Up
2021,NAGRAKATA,Alipurduars,Others,25200.0,Others
2024,Nagrakata,Alipurduars,AITC,83279.0,Winner
2024,Nagrakata,Alipurduars,BJP,79732.0,Runner-Up
2024,Nagrakata,Alipurduars,Others,16476.0,Others
2009,Kalimpong,Darjeeling,BJP,116244.0,Winner
2009,Kalimpong,Darjeeling,INC,5915.0,Runner-Up
2009,Kalimpong,Darjeeling,Others,5845.0,Others
2011,KALIMPONG,Darjeeling,GOJAM,109102.0,Winner
2011,KALIMPONG,Darjeeling,GNLF,7427.0,Runner-Up
2011,KALIMPONG,Darjeeling,Others,8356.0,Others
2014,Kalimpong,Darjeeling,BJP,85866.0,Winner
2014,Kalimpong,Darjeeling,AITC,27117.0,Runner-Up
2014,Kalimpong,Darjeeling,Others,21778.0,Others
2016,KALIMPONG,Darjeeling,GOJAM,67693.0,Winner
2016,KALIMPONG,Darjeeling,IND,56262.0,Runner-Up
2016,KALIMPONG,Darjeeling,Others,14030.0,Others
2019,Kalimpong,Darjeeling,BJP,96877.0,Winner
2019,Kalimpong,Darjeeling,AITC,34302.0,Runner-Up
2019,Kalimpong,Darjeeling,Others,14371.0,Others
2021,KALIMPONG,Darjeeling,IND,58206.0,Winner
2021,KALIMPONG,Darjeeling,BJP,54336.0,Runner-Up
2021,KALIMPONG,Darjeeling,Others,42321.0,Others
2024,Kalimpong,Darjeeling,BJP,77745.0,Winner
2024,Kalimpong,Darjeeling,AITC,54113.0,Runner-Up
2024,Kalimpong,Darjeeling,Others,12096.0,Others
2009,Darjeeling,Darjeeling,BJP,153989.0,Winner
2009,Darjeeling,Darjeeling,INC,3716.0,Runner-Up
2009,Darjeeling,Darjeeling,Others,6073.0,Others
2011,DARJEELING,Darjeeling,GOJAM,120532.0,Winner
2011,DARJEELING,Darjeeling,GNLF,13977.0,Runner-Up
2011,DARJEELING,Darjeeling,Others,19014.0,Others
2014,Darjeeling,Darjeeling,BJP,102740.0,Winner
2014,Darjeeling,Darjeeling,AITC,29426.0,Runner-Up
2014,Darjeeling,Darjeeling,Others,29712.0,Others
2016,DARJEELING,Darjeeling,GOJAM,95386.0,Winner
2016,DARJEELING,Darjeeling,AITC,45473.0,Runner-Up
2016,DARJEELING,Darjeeling,Others,18515.0,Others
2019,Darjeeling,Darjeeling,BJP,119428.0,Winner
2019,Darjeeling,Darjeeling,AITC,33604.0,Runner-Up
2019,Darjeeling,Darjeeling,Others,11023.0,Others
2021,DARJEELING,Darjeeling,BJP,68907.0,Winner
2021,DARJEELING,Darjeeling,IND,47631.0,Runner-Up
2021,DARJEELING,Darjeeling,Others,52037.0,Others
2024,Darjeeling,Darjeeling,BJP,87252.0,Winner
2024,Darjeeling,Darjeeling,AITC,55907.0,Runner-Up
2024,Darjeeling,Darjeeling,Others,13326.0,Others
2009,Kurseong,Darjeeling,BJP,141506.0,Winner
2009,Kurseong,Darjeeling,CPM,5593.0,Runner-Up
2009,Kurseong,Darjeeling,Others,6952.0,Others
2011,KURSEONG,Darjeeling,GOJAM,114297.0,Winner
2011,KURSEONG,Darjeeling,GNLF,21201.0,Runner-Up
2011,KURSEONG,Darjeeling,Others,18951.0,Others
2014,Kurseong,Darjeeling,BJP,100411.0,Winner
2014,Kurseong,Darjeeling,AITC,34728.0,Runner-Up
2014,Kurseong,Darjeeling,Others,28745.0,Others
2016,KURSEONG,Darjeeling,GOJAM,86947.0,Winner
2016,KURSEONG,Darjeeling,AITC,53221.0,Runner-Up
2016,KURSEONG,Darjeeling,Others,23805.0,Others
2019,Kurseong,Darjeeling,BJP,122393.0,Winner
2019,Kurseong,Darjeeling,AITC,34796.0,Runner-Up
2019,Kurseong,Darjeeling,Others,12513.0,Others
2021,KURSEONG,Darjeeling,BJP,73475.0,Winner
2021,KURSEONG,Darjeeling,IND,57960.0,Runner-Up
2021,KURSEONG,Darjeeling,Others,44110.0,Others
2024,Kurseong,Darjeeling,BJP,93981.0,Winner
2024,Kurseong,Darjeeling,AITC,55474.0,Runner-Up
2024,Kurseong,Darjeeling,Others,12650.0,Others
2009,Matigara-naxalbari,Darjeeling,CPM,64776.0,Winner
2009,Matigara-naxalbari,Darjeeling,INC,34251.0,Runner-Up
2009,Matigara-naxalbari,Darjeeling,Others,39020.0,Others
2011,MATIGARA-NAXALBARI,Darjeeling,INC,74334.0,Winner
2011,MATIGARA-NAXALBARI,Darjeeling,CPM,67501.0,Runner-Up
2011,MATIGARA-NAXALBARI,Darjeeling,Others,22648.0,Others
2014,Matigara-naxalbari,Darjeeling,BJP,63760.0,Winner
2014,Matigara-naxalbari,Darjeeling,AITC,54083.0,Runner-Up
2014,Matigara-naxalbari,Darjeeling,Others,74880.0,Others
2016,MATIGARA-NAXALBARI,Darjeeling,INC,86441.0,Winner
2016,MATIGARA-NAXALBARI,Darjeeling,AITC,67814.0,Runner-Up
2016,MATIGARA-NAXALBARI,Darjeeling,Others,55122.0,Others
2019,Matigara-naxalbari,Darjeeling,BJP,144175.0,Winner
2019,Matigara-naxalbari,Darjeeling,AITC,45277.0,Runner-Up
2019,Matigara-naxalbari,Darjeeling,Others,36027.0,Others
2021,MATIGARA-NAXALBARI,Darjeeling,BJP,139785.0,Winner
2021,MATIGARA-NAXALBARI,Darjeeling,AITC,68937.0,Runner-Up
2021,MATIGARA-NAXALBARI,Darjeeling,Others,31869.0,Others
2024,Matigara-Naxalbari,Darjeeling,BJP,154140.0,Winner
2024,Matigara-Naxalbari,Darjeeling,AITC,70185.0,Runner-Up
2024,Matigara-Naxalbari,Darjeeling,Others,22328.0,Others
2009,Siliguri,Darjeeling,CPM,66187.0,Winner
2009,Siliguri,Darjeeling,INC,37721.0,Runner-Up
2009,Siliguri,Darjeeling,Others,29424.0,Others
2011,SILIGURI,Darjeeling,AITC,72019.0,Winner
2011,SILIGURI,Darjeeling,CPM,67013.0,Runner-Up
2011,SILIGURI,Darjeeling,Others,10768.0,Others
2014,Siliguri,Darjeeling,BJP,58730.0,Winner
2014,Siliguri,Darjeeling,AITC,51204.0,Runner-Up
2014,Siliguri,Darjeeling,Others,50374.0,Others
2016,SILIGURI,Darjeeling,CPM,78054.0,Winner
2016,SILIGURI,Darjeeling,AITC,63982.0,Runner-Up
2016,SILIGURI,Darjeeling,Others,26314.0,Others
2019,Siliguri,Darjeeling,BJP,105148.0,Winner
2019,Siliguri,Darjeeling,AITC,39662.0,Runner-Up
2019,Siliguri,Darjeeling,Others,25574.0,Others
2021,SILIGURI,Darjeeling,BJP,89370.0,Winner
2021,SILIGURI,Darjeeling,AITC,53784.0,Runner-Up
2021,SILIGURI,Darjeeling,Others,35496.0,Others
2024,Siliguri,Darjeeling,BJP,114570.0,Winner
2024,Siliguri,Darjeeling,AITC,48561.0,Runner-Up
2024,Siliguri,Darjeeling,Others,14129.0,Others
2009,Phansidewa,Darjeeling,CPM,51667.0,Winner
2009,Phansidewa,Darjeeling,INC,37177.0,Runner-Up
2009,Phansidewa,Darjeeling,Others,28016.0,Others
2011,PHANSIDEWA,Darjeeling,INC,61388.0,Winner
2011,PHANSIDEWA,Darjeeling,CPM,59151.0,Runner-Up
2011,PHANSIDEWA,Darjeeling,Others,23732.0,Others
2014,Phansidewa,Darjeeling,BJP,49137.0,Winner
2014,Phansidewa,Darjeeling,AITC,44226.0,Runner-Up
2014,Phansidewa,Darjeeling,Others,74555.0,Others
2016,PHANSIDEWA,Darjeeling,INC,73158.0,Winner
2016,PHANSIDEWA,Darjeeling,AITC,66084.0,Runner-Up
2016,PHANSIDEWA,Darjeeling,Others,42038.0,Others
2019,Phansidewa,Darjeeling,BJP,107115.0,Winner
2019,Phansidewa,Darjeeling,AITC,53854.0,Runner-Up
2019,Phansidewa,Darjeeling,Others,35636.0,Others
2021,PHANSIDEWA,Darjeeling,BJP,105651.0,Winner
2021,PHANSIDEWA,Darjeeling,AITC,77940.0,Runner-Up
2021,PHANSIDEWA,Darjeeling,Others,23999.0,Others
2024,Phansidewa,Darjeeling,BJP,106491.0,Winner
2024,Phansidewa,Darjeeling,AITC,81273.0,Runner-Up
2024,Phansidewa,Darjeeling,Others,21639.0,Others
2009,Chopra,Darjeeling,INC,65274.0,Winner
2009,Chopra,Darjeeling,CPM,49715.0,Runner-Up
2009,Chopra,Darjeeling,Others,15740.0,Others
2011,CHOPRA,Darjeeling,IND,64289.0,Winner
2011,CHOPRA,Darjeeling,CPM,57719.0,Runner-Up
2011,CHOPRA,Darjeeling,Others,22076.0,Others
2014,Chopra,Darjeeling,AITC,49985.0,Winner
2014,Chopra,Darjeeling,CPM,48213.0,Runner-Up
2014,Chopra,Darjeeling,Others,61237.0,Others
2016,CHOPRA,Darjeeling,AITC,74390.0,Winner
2016,CHOPRA,Darjeeling,CPM,57530.0,Runner-Up
2016,CHOPRA,Darjeeling,Others,45970.0,Others
2019,Chopra,Darjeeling,AITC,94298.0,Winner
2019,Chopra,Darjeeling,BJP,49521.0,Runner-Up
2019,Chopra,Darjeeling,Others,44531.0,Others
2021,CHOPRA,Darjeeling,AITC,124923.0,Winner
2021,CHOPRA,Darjeeling,BJP,60018.0,Runner-Up
2021,CHOPRA,Darjeeling,Others,19169.0,Others
2024,Chopra,Darjeeling,AITC,133276.0,Winner
2024,Chopra,Darjeeling,BJP,41145.0,Runner-Up
2024,Chopra,Darjeeling,Others,31490.0,Others
2009,Islampur,Raiganj,INC,48469.0,Winner
2009,Islampur,Raiganj,CPM,37098.0,Runner-Up
2009,Islampur,Raiganj,Others,22490.0,Others
2011,ISLAMPUR,Raiganj,AITC,49326.0,Winner
2011,ISLAMPUR,Raiganj,CPM,38054.0,Runner-Up
2011,ISLAMPUR,Raiganj,Others,31527.0,Others
2014,Islampur,Raiganj,BJP,36645.0,Winner
2014,Islampur,Raiganj,CPM,33844.0,Runner-Up
2014,Islampur,Raiganj,Others,67874.0,Others
2016,ISLAMPUR,Raiganj,INC,65559.0,Winner
2016,ISLAMPUR,Raiganj,AITC,57841.0,Runner-Up
2016,ISLAMPUR,Raiganj,Others,26004.0,Others
2019,Islampur,Raiganj,AITC,60976.0,Winner
2019,Islampur,Raiganj,BJP,56531.0,Runner-Up
2019,Islampur,Raiganj,Others,43007.0,Others
2021,ISLAMPUR,Raiganj,AITC,100131.0,Winner
2021,ISLAMPUR,Raiganj,BJP,62691.0,Runner-Up
2021,ISLAMPUR,Raiganj,Others,7152.0,Others
2024,Islampur,Raiganj,AITC,86994.0,Winner
2024,Islampur,Raiganj,BJP,62987.0,Runner-Up
2024,Islampur,Raiganj,Others,22841.0,Others
2009,Goalpokhar,Raiganj,INC,59593.0,Winner
2009,Goalpokhar,Raiganj,CPM,38826.0,Runner-Up
2009,Goalpokhar,Raiganj,Others,11386.0,Others
2011,GOALPOKHAR,Raiganj,INC,61313.0,Winner
2011,GOALPOKHAR,Raiganj,AIFB,47900.0,Runner-Up
2011,GOALPOKHAR,Raiganj,Others,15782.0,Others
2014,Goalpokhar,Raiganj,INC,53093.0,Winner
2014,Goalpokhar,Raiganj,CPM,35129.0,Runner-Up
2014,Goalpokhar,Raiganj,Others,48673.0,Others
2016,GOALPOKHAR,Raiganj,AITC,64869.0,Winner
2016,GOALPOKHAR,Raiganj,INC,57121.0,Runner-Up
2016,GOALPOKHAR,Raiganj,Others,25727.0,Others
2019,Goalpokhar,Raiganj,AITC,79682.0,Winner
2019,Goalpokhar,Raiganj,BJP,31441.0,Runner-Up
2019,Goalpokhar,Raiganj,Others,47176.0,Others
2021,GOALPOKHAR,Raiganj,AITC,105649.0,Winner
2021,GOALPOKHAR,Raiganj,BJP,32135.0,Runner-Up
2021,GOALPOKHAR,Raiganj,Others,23751.0,Others
2024,Goalpokhar,Raiganj,AITC,67554.0,Winner
2024,Goalpokhar,Raiganj,INC,66888.0,Runner-Up
2024,Goalpokhar,Raiganj,Others,38478.0,Others
2009,Chakulia,Raiganj,INC,54492.0,Winner
2009,Chakulia,Raiganj,CPM,52909.0,Runner-Up
2009,Chakulia,Raiganj,Others,9912.0,Others
2011,CHAKULIA,Raiganj,AIFB,65265.0,Winner
2011,CHAKULIA,Raiganj,INC,44852.0,Runner-Up
2011,CHAKULIA,Raiganj,Others,15081.0,Others
2014,Chakulia,Raiganj,CPM,50824.0,Winner
2014,Chakulia,Raiganj,INC,39930.0,Runner-Up
2014,Chakulia,Raiganj,Others,50429.0,Others
2016,CHAKULIA,Raiganj,AIFB,64185.0,Winner
2016,CHAKULIA,Raiganj,BJP,36656.0,Runner-Up
2016,CHAKULIA,Raiganj,Others,49659.0,Others
2019,Chakulia,Raiganj,AITC,59129.0,Winner
2019,Chakulia,Raiganj,BJP,51304.0,Runner-Up
2019,Chakulia,Raiganj,Others,54041.0,Others
2021,CHAKULIA,Raiganj,AITC,86311.0,Winner
2021,CHAKULIA,Raiganj,BJP,52474.0,Runner-Up
2021,CHAKULIA,Raiganj,Others,34615.0,Others
2024,Chakulia,Raiganj,INC,59825.0,Winner
2024,Chakulia,Raiganj,AITC,58653.0,Runner-Up
2024,Chakulia,Raiganj,Others,58523.0,Others
2009,Karandighi,Raiganj,INC,67678.0,Winner
2009,Karandighi,Raiganj,CPM,60172.0,Runner-Up
2009,Karandighi,Raiganj,Others,12652.0,Others
2011,KARANDIGHI,Raiganj,AIFB,57023.0,Winner
2011,KARANDIGHI,Raiganj,INC,51245.0,Runner-Up
2011,KARANDIGHI,Raiganj,Others,41832.0,Others
2014,Karandighi,Raiganj,CPM,53961.0,Winner
2014,Karandighi,Raiganj,INC,39191.0,Runner-Up
2014,Karandighi,Raiganj,Others,78600.0,Others
2016,KARANDIGHI,Raiganj,AITC,54599.0,Winner
2016,KARANDIGHI,Raiganj,AIFB,51367.0,Runner-Up
2016,KARANDIGHI,Raiganj,Others,79524.0,Others
2019,Karandighi,Raiganj,BJP,82009.0,Winner
2019,Karandighi,Raiganj,AITC,66045.0,Runner-Up
2019,Karandighi,Raiganj,Others,50453.0,Others
2021,KARANDIGHI,Raiganj,AITC,116594.0,Winner
2021,KARANDIGHI,Raiganj,BJP,79968.0,Runner-Up
2021,KARANDIGHI,Raiganj,Others,16574.0,Others
2024,Karandighi,Raiganj,BJP,86135.0,Winner
2024,Karandighi,Raiganj,AITC,64563.0,Runner-Up
2024,Karandighi,Raiganj,Others,62702.0,Others
2009,Hemtabad,Raiganj,INC,73758.0,Winner
2009,Hemtabad,Raiganj,CPM,56642.0,Runner-Up
2009,Hemtabad,Raiganj,Others,14770.0,Others
2011,HEMTABAD,Raiganj,CPM,71553.0,Winner
2011,HEMTABAD,Raiganj,AITC,35849.0,Runner-Up
2011,HEMTABAD,Raiganj,Others,49837.0,Others
2014,Hemtabad,Raiganj,CPM,53486.0,Winner
2014,Hemtabad,Raiganj,INC,49416.0,Runner-Up
2014,Hemtabad,Raiganj,Others,79368.0,Others
2016,HEMTABAD,Raiganj,CPM,80419.0,Winner
2016,HEMTABAD,Raiganj,AITC,67283.0,Runner-Up
2016,HEMTABAD,Raiganj,Others,50034.0,Others
2019,Hemtabad,Raiganj,BJP,85738.0,Winner
2019,Hemtabad,Raiganj,AITC,79562.0,Runner-Up
2019,Hemtabad,Raiganj,Others,45033.0,Others
2021,HEMTABAD,Raiganj,AITC,116425.0,Winner
2021,HEMTABAD,Raiganj,BJP,89210.0,Runner-Up
2021,HEMTABAD,Raiganj,Others,17666.0,Others
2024,Hemtabad,Raiganj,BJP,96161.0,Winner
2024,Hemtabad,Raiganj,AITC,88366.0,Runner-Up
2024,Hemtabad,Raiganj,Others,40935.0,Others
2009,Kaliaganj,Raiganj,INC,84677.0,Winner
2009,Kaliaganj,Raiganj,CPM,62559.0,Runner-Up
2009,Kaliaganj,Raiganj,Others,16303.0,Others
2011,KALIAGANJ,Raiganj,INC,84873.0,Winner
2011,KALIAGANJ,Raiganj,CPM,77583.0,Runner-Up
2011,KALIAGANJ,Raiganj,Others,15868.0,Others
2014,Kaliaganj,Raiganj,CPM,58581.0,Winner
2014,Kaliaganj,Raiganj,INC,57152.0,Runner-Up
2014,Kaliaganj,Raiganj,Others,85502.0,Others
2016,KALIAGANJ,Raiganj,INC,112868.0,Winner
2016,KALIAGANJ,Raiganj,AITC,66266.0,Runner-Up
2016,KALIAGANJ,Raiganj,Others,35508.0,Others
2019,Kaliaganj,Raiganj,BJP,118895.0,Winner
2019,Kaliaganj,Raiganj,AITC,62133.0,Runner-Up
2019,Kaliaganj,Raiganj,Others,46944.0,Others
2021,KALIAGANJ,Raiganj,BJP,116768.0,Winner
2021,KALIAGANJ,Raiganj,AITC,94948.0,Runner-Up
2021,KALIAGANJ,Raiganj,Others,28010.0,Others
2024,Kaliaganj,Raiganj,BJP,136301.0,Winner
2024,Kaliaganj,Raiganj,AITC,78357.0,Runner-Up
2024,Kaliaganj,Raiganj,Others,26285.0,Others
2009,Raiganj,Raiganj,INC,62198.0,Winner
2009,Raiganj,Raiganj,CPM,37050.0,Runner-Up
2009,Raiganj,Raiganj,Others,12453.0,Others
2011,RAIGANJ,Raiganj,INC,62864.0,Winner
2011,RAIGANJ,Raiganj,SP,57455.0,Runner-Up
2011,RAIGANJ,Raiganj,Others,6187.0,Others
2014,Raiganj,Raiganj,INC,48065.0,Winner
2014,Raiganj,Raiganj,CPM,31038.0,Runner-Up
2014,Raiganj,Raiganj,Others,55785.0,Others
2016,RAIGANJ,Raiganj,INC,87983.0,Winner
2016,RAIGANJ,Raiganj,AITC,36736.0,Runner-Up
2016,RAIGANJ,Raiganj,Others,24449.0,Others
2019,Raiganj,Raiganj,BJP,83944.0,Winner
2019,Raiganj,Raiganj,AITC,41742.0,Runner-Up
2019,Raiganj,Raiganj,Others,26772.0,Others
2021,RAIGANJ,Raiganj,BJP,79775.0,Winner
2021,RAIGANJ,Raiganj,AITC,59027.0,Runner-Up
2021,RAIGANJ,Raiganj,Others,22545.0,Others
2024,Raiganj,Raiganj,BJP,93402.0,Winner
2024,Raiganj,Raiganj,AITC,46663.0,Runner-Up
2024,Raiganj,Raiganj,Others,19459.0,Others
2009,Itahar,Balurghat,AITC,62691.0,Winner
2009,Itahar,Balurghat,RSP,49861.0,Runner-Up
2009,Itahar,Balurghat,Others,13468.0,Others
2011,ITAHAR,Balurghat,AITC,61707.0,Winner
2011,ITAHAR,Balurghat,CPI,54655.0,Runner-Up
2011,ITAHAR,Balurghat,Others,24040.0,Others
2014,Itahar,Balurghat,AITC,68939.0,Winner
2014,Itahar,Balurghat,RSP,40055.0,Runner-Up
2014,Itahar,Balurghat,Others,44494.0,Others
2016,ITAHAR,Balurghat,AITC,88507.0,Winner
2016,ITAHAR,Balurghat,CPI,69387.0,Runner-Up
2016,ITAHAR,Balurghat,Others,11453.0,Others
2019,Itahar,Balurghat,AITC,87506.0,Winner
2019,Itahar,Balurghat,BJP,59729.0,Runner-Up
2019,Itahar,Balurghat,Others,27859.0,Others
2021,ITAHAR,Balurghat,AITC,114645.0,Winner
2021,ITAHAR,Balurghat,BJP,70670.0,Runner-Up
2021,ITAHAR,Balurghat,Others,8671.0,Others
2024,Itahar,Balurghat,AITC,97697.0,Winner
2024,Itahar,Balurghat,BJP,66928.0,Runner-Up
2024,Itahar,Balurghat,Others,15603.0,Others
2009,Kushmandi,Balurghat,RSP,62546.0,Winner
2009,Kushmandi,Balurghat,AITC,48076.0,Runner-Up
2009,Kushmandi,Balurghat,Others,15697.0,Others
2011,KUSHMANDI,Balurghat,RSP,66368.0,Winner
2011,KUSHMANDI,Balurghat,INC,62725.0,Runner-Up
2011,KUSHMANDI,Balurghat,Others,10859.0,Others
2014,Kushmandi,Balurghat,AITC,60144.0,Winner
2014,Kushmandi,Balurghat,RSP,50404.0,Runner-Up
2014,Kushmandi,Balurghat,Others,44594.0,Others
2016,KUSHMANDI,Balurghat,RSP,68965.0,Winner
2016,KUSHMANDI,Balurghat,AITC,65436.0,Runner-Up
2016,KUSHMANDI,Balurghat,Others,29096.0,Others
2019,Kushmandi,Balurghat,AITC,77648.0,Winner
2019,Kushmandi,Balurghat,BJP,76908.0,Runner-Up
2019,Kushmandi,Balurghat,Others,20891.0,Others
2021,KUSHMANDI,Balurghat,AITC,89968.0,Winner
2021,KUSHMANDI,Balurghat,BJP,77384.0,Runner-Up
2021,KUSHMANDI,Balurghat,Others,16723.0,Others
2024,Kushmandi,Balurghat,AITC,85929.0,Winner
2024,Kushmandi,Balurghat,BJP,81406.0,Runner-Up
2024,Kushmandi,Balurghat,Others,14807.0,Others
2009,Kumarganj,Balurghat,RSP,53339.0,Winner
2009,Kumarganj,Balurghat,AITC,49391.0,Runner-Up
2009,Kumarganj,Balurghat,Others,17820.0,Others
2011,KUMARGANJ,Balurghat,AITC,62212.0,Winner
2011,KUMARGANJ,Balurghat,CPM,57994.0,Runner-Up
2011,KUMARGANJ,Balurghat,Others,12344.0,Others
2014,Kumarganj,Balurghat,AITC,58502.0,Winner
2014,Kumarganj,Balurghat,RSP,42955.0,Runner-Up
2014,Kumarganj,Balurghat,Others,44745.0,Others
2016,KUMARGANJ,Balurghat,AITC,64501.0,Winner
2016,KUMARGANJ,Balurghat,CPM,61005.0,Runner-Up
2016,KUMARGANJ,Balurghat,Others,28516.0,Others
2019,Kumarganj,Balurghat,AITC,81518.0,Winner
2019,Kumarganj,Balurghat,BJP,62759.0,Runner-Up
2019,Kumarganj,Balurghat,Others,18137.0,Others
2021,KUMARGANJ,Balurghat,AITC,89763.0,Winner
2021,KUMARGANJ,Balurghat,BJP,60396.0,Runner-Up
2021,KUMARGANJ,Balurghat,Others,20769.0,Others
2024,Kumarganj,Balurghat,AITC,88900.0,Winner
2024,Kumarganj,Balurghat,BJP,65861.0,Runner-Up
2024,Kumarganj,Balurghat,Others,11364.0,Others
2009,Balurghat,Balurghat,AITC,52304.0,Winner
2009,Balurghat,Balurghat,RSP,49208.0,Runner-Up
2009,Balurghat,Balurghat,Others,12340.0,Others
2011,BALURGHAT,Balurghat,AITC,67495.0,Winner
2011,BALURGHAT,Balurghat,RSP,49204.0,Runner-Up
2011,BALURGHAT,Balurghat,Others,7667.0,Others
2014,Balurghat,Balurghat,AITC,40266.0,Winner
2014,Balurghat,Balurghat,BJP,38073.0,Runner-Up
2014,Balurghat,Balurghat,Others,52729.0,Others
2016,BALURGHAT,Balurghat,RSP,60590.0,Winner
2016,BALURGHAT,Balurghat,AITC,59140.0,Runner-Up
2016,BALURGHAT,Balurghat,Others,21773.0,Others
2019,Balurghat,Balurghat,BJP,81293.0,Winner
2019,Balurghat,Balurghat,AITC,42277.0,Runner-Up
2019,Balurghat,Balurghat,Others,23133.0,Others
2021,BALURGHAT,Balurghat,BJP,72129.0,Winner
2021,BALURGHAT,Balurghat,AITC,58693.0,Runner-Up
2021,BALURGHAT,Balurghat,Others,21270.0,Others
2024,Balurghat,Balurghat,BJP,89824.0,Winner
2024,Balurghat,Balurghat,AITC,47467.0,Runner-Up
2024,Balurghat,Balurghat,Others,11671.0,Others
2009,Tapan,Balurghat,AITC,59111.0,Winner
2009,Tapan,Balurghat,RSP,54591.0,Runner-Up
2009,Tapan,Balurghat,Others,15208.0,Others
2011,TAPAN,Balurghat,AITC,72643.0,Winner
2011,TAPAN,Balurghat,RSP,53986.0,Runner-Up
2011,TAPAN,Balurghat,Others,14124.0,Others
2014,Tapan,Balurghat,AITC,54888.0,Winner
2014,Tapan,Balurghat,BJP,42873.0,Runner-Up
2014,Tapan,Balurghat,Others,58522.0,Others
2016,TAPAN,Balurghat,AITC,72511.0,Winner
2016,TAPAN,Balurghat,RSP,68110.0,Runner-Up
2016,TAPAN,Balurghat,Others,28867.0,Others
2019,Tapan,Balurghat,BJP,89737.0,Winner
2019,Tapan,Balurghat,AITC,66483.0,Runner-Up
2019,Tapan,Balurghat,Others,22560.0,Others
2021,TAPAN,Balurghat,BJP,84381.0,Winner
2021,TAPAN,Balurghat,AITC,82731.0,Runner-Up
2021,TAPAN,Balurghat,Others,19197.0,Others
2024,Tapan,Balurghat,BJP,95548.0,Winner
2024,Tapan,Balurghat,AITC,76447.0,Runner-Up
2024,Tapan,Balurghat,Others,10839.0,Others
2009,Gangarampur,Balurghat,RSP,65349.0,Winner
2009,Gangarampur,Balurghat,AITC,55532.0,Runner-Up
2009,Gangarampur,Balurghat,Others,12027.0,Others
2011,GANGARAMPUR,Balurghat,AITC,65666.0,Winner
2011,GANGARAMPUR,Balurghat,CPM,64998.0,Runner-Up
2011,GANGARAMPUR,Balurghat,Others,12555.0,Others
2014,Gangarampur,Balurghat,AITC,65487.0,Winner
2014,Gangarampur,Balurghat,RSP,46837.0,Runner-Up
2014,Gangarampur,Balurghat,Others,49640.0,Others
2016,GANGARAMPUR,Balurghat,INC,80401.0,Winner
2016,GANGARAMPUR,Balurghat,AITC,69668.0,Runner-Up
2016,GANGARAMPUR,Balurghat,Others,23309.0,Others
2019,Gangarampur,Balurghat,BJP,92138.0,Winner
2019,Gangarampur,Balurghat,AITC,70053.0,Runner-Up
2019,Gangarampur,Balurghat,Others,18456.0,Others
2021,GANGARAMPUR,Balurghat,BJP,88724.0,Winner
2021,GANGARAMPUR,Balurghat,AITC,84132.0,Runner-Up
2021,GANGARAMPUR,Balurghat,Others,16626.0,Others
2024,Gangarampur,Balurghat,BJP,93813.0,Winner
2024,Gangarampur,Balurghat,AITC,77013.0,Runner-Up
2024,Gangarampur,Balurghat,Others,11898.0,Others
2009,Harirampur,Balurghat,AITC,55694.0,Winner
2009,Harirampur,Balurghat,RSP,52526.0,Runner-Up
2009,Harirampur,Balurghat,Others,16990.0,Others
2011,HARIRAMPUR,Balurghat,AITC,65099.0,Winner
2011,HARIRAMPUR,Balurghat,CPM,58032.0,Runner-Up
2011,HARIRAMPUR,Balurghat,Others,14088.0,Others
2014,Harirampur,Balurghat,AITC,60631.0,Winner
2014,Harirampur,Balurghat,RSP,43929.0,Runner-Up
2014,Harirampur,Balurghat,Others,52373.0,Others
2016,HARIRAMPUR,Balurghat,CPM,71447.0,Winner
2016,HARIRAMPUR,Balurghat,AITC,66943.0,Runner-Up
2016,HARIRAMPUR,Balurghat,Others,28426.0,Others
2019,Harirampur,Balurghat,AITC,79978.0,Winner
2019,Harirampur,Balurghat,BJP,75013.0,Runner-Up
2019,Harirampur,Balurghat,Others,21264.0,Others
2021,HARIRAMPUR,Balurghat,AITC,96131.0,Winner
2021,HARIRAMPUR,Balurghat,BJP,73459.0,Runner-Up
2021,HARIRAMPUR,Balurghat,Others,18052.0,Others
2024,Harirampur,Balurghat,AITC,89799.0,Winner
2024,Harirampur,Balurghat,BJP,79545.0,Runner-Up
2024,Harirampur,Balurghat,Others,13875.0,Others
2009,Habibpur,Maldaha Uttar,CPM,58286.0,Winner
2009,Habibpur,Maldaha Uttar,INC,52730.0,Runner-Up
